1.000000000000000000e+05,5.000000000000000000e-01,1.000000000000000000e+00,1.269999999999999948e-02,1.000000000000000000e+07,1.000000000000000000e+00
1.000000000000000000e+05,7.500000000000000000e-01,1.250000000000000000e+00,1.952500000000000069e-02,3.250000000000000000e+07,2.000000000000000000e+00
1.000000000000000000e+05,1.000000000000000000e+00,1.500000000000000000e+00,2.634999999999999842e-02,5.500000000000000000e+07,3.000000000000000000e+00
1.000000000000000000e+05,1.250000000000000000e+00,1.750000000000000000e+00,3.317499999999999616e-02,7.750000000000000000e+07,4.000000000000000000e+00
1.000000000000000000e+05,1.500000000000000000e+00,2.000000000000000000e+00,4.000000000000000083e-02,1.000000000000000000e+08,5.000000000000000000e+00
1.507500000000000000e+07,5.000000000000000000e-01,1.250000000000000000e+00,2.634999999999999842e-02,7.750000000000000000e+07,5.000000000000000000e+00
1.507500000000000000e+07,7.500000000000000000e-01,1.500000000000000000e+00,3.317499999999999616e-02,1.000000000000000000e+08,1.000000000000000000e+00
1.507500000000000000e+07,1.000000000000000000e+00,1.750000000000000000e+00,4.000000000000000083e-02,1.000000000000000000e+07,2.000000000000000000e+00
1.507500000000000000e+07,1.250000000000000000e+00,2.000000000000000000e+00,1.269999999999999948e-02,3.250000000000000000e+07,3.000000000000000000e+00
1.507500000000000000e+07,1.500000000000000000e+00,1.000000000000000000e+00,1.952500000000000069e-02,5.500000000000000000e+07,4.000000000000000000e+00
3.005000000000000000e+07,5.000000000000000000e-01,1.500000000000000000e+00,4.000000000000000083e-02,3.250000000000000000e+07,4.000000000000000000e+00
3.005000000000000000e+07,7.500000000000000000e-01,1.750000000000000000e+00,1.269999999999999948e-02,5.500000000000000000e+07,5.000000000000000000e+00
3.005000000000000000e+07,1.000000000000000000e+00,2.000000000000000000e+00,1.952500000000000069e-02,7.750000000000000000e+07,1.000000000000000000e+00
3.005000000000000000e+07,1.250000000000000000e+00,1.000000000000000000e+00,2.634999999999999842e-02,1.000000000000000000e+08,2.000000000000000000e+00
3.005000000000000000e+07,1.500000000000000000e+00,1.250000000000000000e+00,3.317499999999999616e-02,1.000000000000000000e+07,3.000000000000000000e+00
4.502500000000000000e+07,5.000000000000000000e-01,1.750000000000000000e+00,1.952500000000000069e-02,1.000000000000000000e+08,3.000000000000000000e+00
4.502500000000000000e+07,7.500000000000000000e-01,2.000000000000000000e+00,2.634999999999999842e-02,1.000000000000000000e+07,4.000000000000000000e+00
4.502500000000000000e+07,1.000000000000000000e+00,1.000000000000000000e+00,3.317499999999999616e-02,3.250000000000000000e+07,5.000000000000000000e+00
4.502500000000000000e+07,1.250000000000000000e+00,1.250000000000000000e+00,4.000000000000000083e-02,5.500000000000000000e+07,1.000000000000000000e+00
4.502500000000000000e+07,1.500000000000000000e+00,1.500000000000000000e+00,1.269999999999999948e-02,7.750000000000000000e+07,2.000000000000000000e+00
6.000000000000000000e+07,5.000000000000000000e-01,2.000000000000000000e+00,3.317499999999999616e-02,5.500000000000000000e+07,2.000000000000000000e+00
6.000000000000000000e+07,7.500000000000000000e-01,1.000000000000000000e+00,4.000000000000000083e-02,7.750000000000000000e+07,3.000000000000000000e+00
6.000000000000000000e+07,1.000000000000000000e+00,1.250000000000000000e+00,1.269999999999999948e-02,1.000000000000000000e+08,4.000000000000000000e+00
6.000000000000000000e+07,1.250000000000000000e+00,1.500000000000000000e+00,1.952500000000000069e-02,1.000000000000000000e+07,5.000000000000000000e+00
6.000000000000000000e+07,1.500000000000000000e+00,1.750000000000000000e+00,2.634999999999999842e-02,3.250000000000000000e+07,1.000000000000000000e+00
